customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
ID-2590,Female,0,Yes,Yes,52,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),26.44,1400.4,No
ID-2591,Female,0,Yes,No,3,Yes,Yes,No,No,No internet service,No internet service,No internet service,Yes,Yes,Two year,No,Bank transfer (automatic),64.83,182.49,No
ID-2592,Male,0,No,No,56,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Mailed check,90.78,5039.52,No
ID-2593,Female,1,Yes,No,53,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,65.32,3474.35,No
ID-2594,Male,0,No,No,27,No,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),77.83,2069.02,No
ID-2595,Female,0,No,No,15,Yes,No,DSL,No internet service,No,Yes,No internet service,No,No internet service,Month-to-month,No,Mailed check,75.2,1162.55,No
ID-2596,Male,0,Yes,No,12,Yes,No phone service,DSL,No internet service,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,48.91,571.72,No
ID-2597,Male,0,No,No,71,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,110.98,7878.93,No
ID-2598,Male,0,Yes,No,55,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),92.31,5054.55,No
ID-2599,Male,0,No,Yes,52,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.96,4745.64,No
ID-2600,Female,0,No,No,47,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,69.23,3184.88,No
ID-2601,Male,0,No,No,24,Yes,No,Fiber optic,Yes,No,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,37.17,830.88,No
ID-2602,Female,0,No,No,65,Yes,No,Fiber optic,No internet service,No,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),61.43,3977.8,No
ID-2603,Male,1,Yes,Yes,29,Yes,No,Fiber optic,No,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,40.63,1141.07,Yes
ID-2604,Male,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,No internet service,No internet service,Yes,Two year,Yes,Mailed check,37.12,17.49,No
ID-2605,Male,0,No,No,22,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),28.21,648.07,Yes
ID-2606,Female,0,No,No,28,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No,No internet service,Month-to-month,No,Mailed check,45.04,1213.29,No
ID-2607,Male,0,No,No,40,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),86.11,3384.67,Yes
ID-2608,Female,0,No,Yes,10,Yes,No,DSL,No internet service,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,96.22,942.01,Yes
ID-2609,Female,0,No,Yes,20,Yes,No,DSL,No,No,Yes,No,No internet service,No,Two year,No,Credit card (automatic),112.42,2317.38,No
ID-2610,Female,1,Yes,No,23,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No internet service,Yes,One year,No,Mailed check,68.03,1525.14,Yes
ID-2611,Female,0,Yes,No,64,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No internet service,Yes,Two year,Yes,Mailed check,84.26,5334.02,No
ID-2612,Female,0,No,Yes,0,Yes,No phone service,Fiber optic,No internet service,No,No,No,No internet service,No internet service,One year,No,Mailed check,113.4, ,No
ID-2613,Female,0,No,Yes,53,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),85.87,4545.09,No
ID-2614,Female,0,No,No,71,Yes,Yes,No,No internet service,Yes,No,No,No internet service,No internet service,One year,Yes,Electronic check,89.79,6438.63,No
ID-2615,Female,0,Yes,Yes,33,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No internet service,Yes,One year,No,Mailed check,96.84,3105.35,No
ID-2616,Female,0,Yes,No,67,Yes,Yes,No,No,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),42.65,2795.77,No
ID-2617,Male,1,No,No,28,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,96.06,2761.19,No
ID-2618,Male,0,No,No,2,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,108.09,198.22,Yes
ID-2619,Male,0,No,Yes,10,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),24.69,149.66,Yes
ID-2620,Male,1,Yes,No,7,Yes,No,No,No,No,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,109.67,833.27,Yes
ID-2621,Male,0,Yes,Yes,61,Yes,No phone service,No,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,48.54,2891.9,No
ID-2622,Female,0,Yes,No,32,Yes,No,DSL,No internet service,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),104.86,3335.86,No
ID-2623,Female,0,Yes,Yes,7,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No internet service,Month-to-month,No,Electronic check,23.08,136.53,Yes
ID-2624,Female,0,No,No,24,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No,Yes,No,Two year,Yes,Electronic check,111.33,2661.92,No
ID-2625,Female,0,Yes,No,25,Yes,No,DSL,No internet service,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),50.09,1256.93,No
ID-2626,Female,0,Yes,No,25,Yes,No,DSL,No,No,Yes,No,No internet service,No,One year,No,Bank transfer (automatic),96.06,2314.03,No
ID-2627,Female,1,Yes,No,16,Yes,Yes,Fiber optic,Yes,No,Yes,No,No internet service,No,Month-to-month,No,Mailed check,26.9,512.62,No
ID-2628,Female,0,Yes,No,28,Yes,No,No,No,No internet service,No,No,No,Yes,Month-to-month,No,Mailed check,99.74,2818.06,Yes
ID-2629,Male,0,No,No,42,Yes,Yes,DSL,No,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),53.47,2268.13,No
ID-2630,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,No,Month-to-month,Yes,Electronic check,108.0,427.46,No
ID-2631,Male,0,Yes,No,49,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.06,3465.87,Yes
ID-2632,Male,0,No,No,55,Yes,No,No,No,No internet service,No internet service,No,No,Yes,Month-to-month,No,Credit card (automatic),109.72,6020.62,No
ID-2633,Female,0,Yes,Yes,62,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,70.36,4337.05,No
ID-2634,Female,0,No,Yes,56,No,No,DSL,No internet service,No internet service,No,No,No,No,Month-to-month,No,Electronic check,105.9,5956.66,No
ID-2635,Female,0,Yes,No,44,No,No,Fiber optic,No,No,No internet service,Yes,No,No internet service,One year,Yes,Mailed check,69.4,3041.91,No
ID-2636,Male,1,No,No,36,Yes,No,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),61.91,2202.53,No
ID-2637,Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No internet service,Yes,Two year,Yes,Electronic check,94.68,6725.71,No
ID-2638,Female,0,Yes,Yes,35,Yes,No,Fiber optic,No internet service,No,No,Yes,No,Yes,Two year,No,Electronic check,54.22,1943.08,Yes
ID-2639,Female,1,No,No,32,No,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,92.88,2905.57,Yes
ID-2640,Male,0,Yes,Yes,5,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Mailed check,62.84,313.72,Yes
ID-2641,Female,0,No,Yes,70,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),36.86,2560.45,No
ID-2642,Male,1,Yes,No,44,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,116.56,5122.46,No
ID-2643,Male,0,No,No,6,Yes,No phone service,DSL,Yes,No,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,45.6,269.6,Yes
ID-2644,Male,0,No,Yes,64,Yes,No,DSL,No,Yes,No,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),54.34,3407.76,Yes
ID-2645,Male,0,Yes,No,23,No,Yes,DSL,No,Yes,No,No,No internet service,Yes,Two year,No,Credit card (automatic),71.25,1656.96,No
ID-2646,Female,0,Yes,No,44,Yes,No,No,No,No,No internet service,No,No,No,Month-to-month,No,Electronic check,98.93,4342.19,No
ID-2647,Male,0,No,No,60,Yes,No phone service,DSL,No,No internet service,Yes,No,No internet service,No,Month-to-month,No,Mailed check,64.11,3803.35,No
ID-2648,Male,0,No,Yes,18,Yes,Yes,Fiber optic,No,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,42.32,708.7,Yes
ID-2649,Female,0,Yes,No,31,Yes,No phone service,DSL,Yes,No,Yes,No,No internet service,No internet service,Two year,Yes,Electronic check,87.21,2697.52,No
ID-2650,Female,0,No,No,29,Yes,Yes,DSL,No,No,No,No internet service,No,Yes,Month-to-month,No,Mailed check,96.57,2893.49,Yes
ID-2651,Male,0,Yes,No,64,Yes,No,No,No,No,No,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),99.42,6378.5,No
ID-2652,Female,0,Yes,No,31,Yes,Yes,Fiber optic,Yes,No,Yes,No,No internet service,Yes,One year,Yes,Electronic check,72.24,2278.86,Yes
ID-2653,Male,1,No,No,56,Yes,No,Fiber optic,No internet service,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,87.49,4858.68,Yes
ID-2654,Male,0,No,No,19,Yes,Yes,DSL,Yes,No,No internet service,No,No,Yes,Month-to-month,No,Mailed check,52.82,1026.59,No
ID-2655,Male,1,No,No,29,No,Yes,DSL,Yes,No internet service,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),32.66,929.47,No
ID-2656,Male,0,Yes,No,58,No,No,DSL,No,No,Yes,No,No,No internet service,Month-to-month,No,Credit card (automatic),33.36,1980.77,No
ID-2657,Female,0,Yes,No,61,Yes,No,Fiber optic,No internet service,Yes,No,No,No,No internet service,Two year,Yes,Bank transfer (automatic),22.34,1293.33,No
ID-2658,Male,0,No,No,66,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),41.64,2709.14,No
ID-2659,Female,0,Yes,No,30,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,Yes,Yes,Month-to-month,No,Electronic check,84.61,2485.55,Yes
ID-2660,Female,0,Yes,No,65,No,No phone service,DSL,Yes,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),109.79,7080.75,No
ID-2661,Female,0,Yes,Yes,53,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,No,Two year,Yes,Electronic check,98.09,5095.16,No
ID-2662,Female,0,No,Yes,9,Yes,No,No,No,No internet service,No internet service,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),95.41,866.74,No
ID-2663,Male,0,Yes,No,37,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,109.85,4126.78,No
ID-2664,Female,0,Yes,No,30,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),41.02,1208.75,No
ID-2665,Male,0,No,Yes,28,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,Yes,One year,Yes,Mailed check,23.96,630.05,No
ID-2666,Female,0,No,No,24,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Mailed check,60.42,1513.8,No
ID-2667,Female,0,Yes,Yes,31,Yes,No,No,No,No internet service,No,No,No internet service,No,Two year,Yes,Electronic check,56.04,1638.4,No
ID-2668,Male,0,No,No,16,Yes,No,No,No,No internet service,No,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),78.34,1312.43,Yes
ID-2669,Male,0,Yes,Yes,44,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),66.76,3016.12,No
ID-2670,Male,0,Yes,No,48,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,93.58,4470.12,No
ID-2671,Female,1,No,No,17,Yes,No,No,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,98.44,1620.85,Yes
ID-2672,Female,0,Yes,No,51,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),76.29,3855.09,No
ID-2673,Male,0,Yes,Yes,19,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,No,Two year,Yes,Electronic check,38.99,842.93,No
ID-2674,Male,0,No,No,61,Yes,No,No,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,106.72,6581.96,No
ID-2675,Male,1,No,No,12,Yes,Yes,Fiber optic,No,No,No internet service,No,No,No,Two year,Yes,Credit card (automatic),44.7,588.5,No
ID-2676,Male,0,No,No,42,Yes,No,DSL,No internet service,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),95.3,3945.31,No
ID-2677,Female,1,Yes,No,20,No,No,DSL,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,69.31,1342.54,Yes
ID-2678,Male,0,Yes,No,5,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),74.23,259.26,No
ID-2679,Male,0,Yes,Yes,70,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,34.28,2311.22,Yes
ID-2680,Male,1,Yes,Yes,52,Yes,Yes,No,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),75.63,4048.89,No
ID-2681,Male,0,Yes,No,51,Yes,No,DSL,No,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,102.31,5192.62,No
ID-2682,Female,0,No,No,68,Yes,No,Fiber optic,No internet service,No,No,No,No,Yes,Month-to-month,No,Electronic check,62.14,4197.1,No
ID-2683,Male,0,Yes,No,8,No,Yes,DSL,Yes,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Electronic check,50.68,361.5,No
ID-2684,Female,1,Yes,No,45,Yes,No,No,No internet service,No internet service,No,No,No,No,Month-to-month,No,Mailed check,45.17,2013.53,No
ID-2685,Male,0,No,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),65.69,4545.59,Yes
ID-2686,Male,0,Yes,Yes,29,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),42.9,1244.47,Yes
ID-2687,Female,0,No,No,42,No,No,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,62.31,2686.79,No
ID-2688,Male,0,Yes,No,58,Yes,Yes,DSL,No internet service,Yes,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),68.22,3949.13,No
ID-2689,Female,1,No,No,37,Yes,No phone service,No,No,No internet service,No internet service,No,Yes,No,One year,No,Credit card (automatic),35.25,1279.61,No
ID-2690,Female,0,No,No,33,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),104.41,3429.68,Yes
ID-2691,Male,0,No,Yes,45,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No,No internet service,Two year,No,Electronic check,90.79,4258.62,No
ID-2692,Female,1,Yes,Yes,31,Yes,Yes,Fiber optic,No,Yes,Yes,No,No internet service,No,One year,No,Electronic check,100.56,3091.41,No
ID-2693,Female,0,No,No,15,Yes,No,DSL,No internet service,No,No internet service,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),105.18,1629.59,No
ID-2694,Female,0,Yes,No,38,Yes,No,Fiber optic,No,No,No,No,Yes,No internet service,Two year,No,Electronic check,69.46,2638.8,No
ID-2695,Female,0,Yes,No,0,Yes,No,Fiber optic,Yes,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,107.29, ,No
ID-2696,Female,0,Yes,No,56,Yes,Yes,DSL,No,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,78.12,4479.94,No
ID-2697,Female,0,Yes,No,19,Yes,No,Fiber optic,No,No,No internet service,No,Yes,No,Two year,Yes,Electronic check,114.98,2199.91,No
ID-2698,Female,0,Yes,No,41,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,61.39,2524.65,Yes
ID-2699,Female,0,Yes,No,71,Yes,Yes,DSL,Yes,No internet service,Yes,No internet service,No,No internet service,One year,No,Bank transfer (automatic),96.58,6859.44,No
ID-2700,Male,0,Yes,No,33,Yes,No phone service,DSL,Yes,No internet service,Yes,No,Yes,Yes,Two year,Yes,Electronic check,53.38,1786.56,No
ID-2701,Male,0,No,No,49,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,30.9,1570.35,No
ID-2702,Female,0,Yes,No,10,Yes,Yes,DSL,No,No,No internet service,Yes,Yes,No internet service,Month-to-month,No,Electronic check,105.18,950.31,No
ID-2703,Male,0,No,No,42,Yes,Yes,No,Yes,No,No,No,No,No internet service,Two year,Yes,Mailed check,88.58,3763.26,No
ID-2704,Female,0,No,No,9,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,76.85,668.03,Yes
ID-2705,Female,1,Yes,No,7,Yes,Yes,DSL,Yes,Yes,No,No,No internet service,Yes,One year,No,Credit card (automatic),114.03,749.76,No
ID-2706,Male,0,No,Yes,71,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.65,6910.69,Yes
ID-2707,Female,0,No,No,18,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No,No internet service,One year,Yes,Electronic check,25.3,448.61,No
ID-2708,Female,0,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Electronic check,22.34,1406.61,No
ID-2709,Female,0,Yes,No,54,Yes,Yes,No,Yes,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),76.29,4155.98,No
ID-2710,Female,0,No,Yes,51,Yes,Yes,No,No internet service,No internet service,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),64.07,3312.24,No
ID-2711,Male,0,No,No,2,Yes,No phone service,Fiber optic,No,Yes,No internet service,Yes,No,No,Month-to-month,No,Bank transfer (automatic),23.17,64.31,Yes
ID-2712,Female,0,No,No,52,Yes,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,27.9,1435.16,Yes
ID-2713,Female,1,Yes,No,43,Yes,No,DSL,No,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),52.51,2308.84,No
ID-2714,Female,0,No,No,47,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,Yes,No,Month-to-month,No,Electronic check,61.18,2917.43,No
ID-2715,Male,0,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),90.92,4701.5,No
ID-2716,Female,0,Yes,No,15,Yes,Yes,DSL,No,Yes,No,No internet service,No,Yes,Month-to-month,No,Electronic check,95.54,1447.88,No
ID-2717,Male,0,Yes,Yes,29,Yes,Yes,DSL,No,No,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),71.87,2021.64,Yes
ID-2718,Male,0,Yes,No,27,Yes,No phone service,No,Yes,Yes,No internet service,No internet service,Yes,No internet service,Two year,No,Electronic check,32.79,886.16,No
ID-2719,Female,0,No,No,15,Yes,No,Fiber optic,No,Yes,No internet service,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),53.91,816.28,Yes
ID-2720,Female,0,No,Yes,50,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,99.57,4956.81,No
ID-2721,Male,0,No,No,32,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),110.23,3532.84,No
ID-2722,Female,0,Yes,No,24,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),48.74,1098.04,No
ID-2723,Male,0,No,No,17,Yes,No,DSL,No,No internet service,No,No,No,No internet service,Two year,Yes,Mailed check,23.64,354.18,No
ID-2724,Male,0,No,No,25,Yes,Yes,DSL,No internet service,Yes,No internet service,No,Yes,No,Two year,No,Mailed check,45.93,1267.9,No
ID-2725,Female,0,Yes,No,5,Yes,Yes,DSL,No,No internet service,No,No,No,No,Two year,Yes,Credit card (automatic),100.95,459.71,Yes
ID-2726,Female,0,No,No,37,Yes,No,Fiber optic,Yes,No,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,58.2,2205.46,Yes
ID-2727,Male,0,No,Yes,43,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No,No internet service,Month-to-month,Yes,Mailed check,31.45,1333.01,No
ID-2728,Male,0,No,No,66,Yes,No,DSL,No,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,87.39,5756.1,No
ID-2729,Male,1,Yes,No,42,Yes,Yes,DSL,Yes,No,Yes,No,No internet service,No,Two year,No,Mailed check,102.01,4244.53,No
ID-2730,Male,0,No,No,5,Yes,Yes,Fiber optic,No internet service,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,81.9,350.37,No
ID-2731,Female,0,No,No,63,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,Yes,Yes,One year,No,Electronic check,96.83,6113.24,No
ID-2732,Female,0,Yes,Yes,12,No,Yes,Fiber optic,No internet service,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.42,1257.06,No
ID-2733,Female,0,No,No,64,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Electronic check,45.71,2864.83,No
ID-2734,Female,0,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,No internet service,Two year,Yes,Electronic check,87.85,3329.31,No
ID-2735,Female,1,No,Yes,63,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No,Yes,Two year,No,Electronic check,100.65,6359.05,No
ID-2736,Male,0,No,No,13,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,19.25,272.12,No
ID-2737,Female,1,No,Yes,16,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No internet service,Month-to-month,No,Mailed check,100.14,1520.64,Yes
ID-2738,Female,1,No,No,12,Yes,Yes,No,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),89.31,1063.07,No
ID-2739,Female,0,Yes,Yes,5,Yes,Yes,No,No,No internet service,No internet service,Yes,No,Yes,One year,No,Mailed check,73.94,417.33,Yes
ID-2740,Female,0,Yes,Yes,5,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),18.39,147.37,No
ID-2741,Female,0,No,Yes,36,Yes,No,No,Yes,No,No,Yes,Yes,No internet service,One year,Yes,Electronic check,27.24,958.69,Yes
ID-2742,Male,0,Yes,No,56,Yes,Yes,No,No internet service,Yes,No,No,No,No,Two year,Yes,Electronic check,53.79,2977.98,No
ID-2743,Male,1,Yes,No,52,Yes,No,No,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,36.37,1945.06,Yes
ID-2744,Male,0,Yes,Yes,45,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,36.0,1659.23,Yes
ID-2745,Female,1,Yes,No,3,Yes,No,No,Yes,Yes,No,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),48.55,77.66,No
ID-2746,Male,0,No,Yes,33,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No internet service,Month-to-month,No,Electronic check,18.8,595.94,Yes
ID-2747,Male,1,No,Yes,65,Yes,Yes,DSL,No internet service,No,No,No internet service,No,No,Two year,No,Bank transfer (automatic),29.61,1844.06,No
ID-2748,Female,1,Yes,No,62,No,No,Fiber optic,Yes,Yes,Yes,No internet service,Yes,Yes,Two year,Yes,Mailed check,60.92,3843.0,No
ID-2749,Female,0,Yes,Yes,60,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,Yes,Yes,Two year,No,Mailed check,85.59,5133.68,Yes
ID-2750,Female,0,Yes,No,41,Yes,No phone service,DSL,Yes,No internet service,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),65.07,2670.63,No
ID-2751,Male,0,Yes,No,63,Yes,No,No,No,No,Yes,Yes,No,No,Two year,No,Electronic check,117.04,7408.28,No
ID-2752,Male,0,Yes,Yes,16,Yes,Yes,No,No,Yes,No,No internet service,No,No internet service,Month-to-month,No,Electronic check,21.25,254.98,Yes
ID-2753,Female,1,Yes,No,60,Yes,Yes,No,Yes,No internet service,No,Yes,No,Yes,One year,No,Mailed check,87.64,5325.14,No
ID-2754,Female,0,No,No,29,Yes,Yes,No,Yes,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,83.28,2495.29,Yes
ID-2755,Male,0,No,No,42,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,No,No internet service,Month-to-month,No,Mailed check,87.03,3615.38,No
ID-2756,Male,0,Yes,Yes,6,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,Yes,No,One year,No,Mailed check,60.08,330.6,Yes
ID-2757,Female,1,No,No,45,Yes,No,No,Yes,No internet service,Yes,No,No internet service,Yes,One year,Yes,Credit card (automatic),56.41,2604.13,No
ID-2758,Female,0,No,No,22,Yes,No,DSL,No,No,No internet service,No,No,No internet service,Two year,No,Credit card (automatic),105.71,2239.21,No
ID-2759,Male,0,Yes,Yes,35,No,Yes,No,Yes,No internet service,Yes,No,No internet service,Yes,Two year,Yes,Credit card (automatic),33.92,1144.1,No
ID-2760,Female,0,Yes,No,13,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,Yes,No,Two year,No,Bank transfer (automatic),48.76,750.23,No
ID-2761,Male,0,No,Yes,19,Yes,No phone service,No,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),33.2,686.27,No
ID-2762,Male,0,Yes,No,55,Yes,No,Fiber optic,Yes,No,No,No,No internet service,No,Month-to-month,Yes,Mailed check,30.91,1753.52,Yes
ID-2763,Male,0,No,No,31,Yes,No,DSL,No,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),58.38,1889.64,No
ID-2764,Male,0,No,Yes,24,Yes,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),110.83,2689.05,No
ID-2765,Female,0,Yes,Yes,48,Yes,No,Fiber optic,No,No,No,Yes,No internet service,No,Month-to-month,No,Electronic check,109.8,5335.45,No
ID-2766,Female,0,No,No,56,No,Yes,DSL,No internet service,Yes,No,No,No internet service,Yes,One year,Yes,Electronic check,84.94,4714.36,No
